adjusted_edge_jaccard,config,div_fn,div_fp,div_jaccard,div_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,edges_fragmented,edges_lost_to_detection,edges_recovered,missed_gt_nodes,safe_divisions_added,spurious_pred_nodes,stem,t_pred,t_true,weight,wrong_association_edges
0.9471844356919504,base,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,20,44181,44b6_12dfb391,44963,58672.0,806,0
0.8048505441239368,base,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,19,21972,44b6_267148e4,22247,19130.0,308,0
0.8818107859461843,base,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,30,39931,44b6_2a2eff9f,40145,56367.0,231,0
0.9773909289091475,base,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,base,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083532760989668,base,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,4,28841,6bba_07e24132,29174,21485.0,365,0
0.9950869900249553,base,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7106,6bba_085bf656,8299,8463.0,1170,0
0.8910552623999696,base,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27817,6bba_09961292,29754,31117.0,2003,0
0.9472144084352359,gap45,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,20,44162,44b6_12dfb391,44944,58672.0,806,0
0.8049617449983368,gap45,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,20,21946,44b6_267148e4,22221,19130.0,308,0
0.881856405343552,gap45,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,31,39901,44b6_2a2eff9f,40115,56367.0,231,0
0.9774442065111921,gap45,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8197,44b6_341df25f,8411,7436.0,209,0
0.9829874384981172,gap45,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083532760989668,gap45,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,4,28841,6bba_07e24132,29174,21485.0,365,0
0.9950869900249553,gap45,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7106,6bba_085bf656,8299,8463.0,1170,0
0.891075219930332,gap45,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,26,27810,6bba_09961292,29747,31117.0,2003,0
0.9471749706151235,tight55,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,20,44187,44b6_12dfb391,44969,58672.0,806,0
0.8132220035600928,tight55,1,0,0.0,0,24,29,0.826797385620915,253,16,8,253,5,21,21996,44b6_267148e4,22271,19130.0,306,0
0.8818305543517103,tight55,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,30,39918,44b6_2a2eff9f,40132,56367.0,231,0
0.9773909289091475,tight55,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9851842557125876,tight55,0,0,1.0,1,10,6,0.9823008849557522,888,4,6,888,6,4,4929,6bba_062c8d37,5853,6030.0,904,0
0.8154711179751906,tight55,2,0,0.0,0,38,18,0.8457300275482094,307,6,32,307,26,3,28839,6bba_07e24132,29172,21485.0,363,0
0.9933815887976929,tight55,1,0,0.0,0,7,3,0.9914602903501281,1161,1,6,1161,5,3,7106,6bba_085bf656,8299,8463.0,1171,0
0.8943219917542634,tight55,4,0,0.0,0,92,127,0.8903903903903904,1779,75,17,1779,13,24,27806,6bba_09961292,29743,31117.0,1998,0
0.9471954782815818,relaxed9,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,20,44174,44b6_12dfb391,44956,58672.0,806,0
0.8074850797986007,relaxed9,1,0,0.0,0,25,30,0.8208469055374593,252,17,8,252,5,20,21969,44b6_267148e4,22244,19130.0,307,0
0.8818457608174995,relaxed9,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,30,39908,44b6_2a2eff9f,40122,56367.0,231,0
0.9774175677101697,relaxed9,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9778623988226638,relaxed9,0,0,1.0,1,15,8,0.9746136865342163,883,6,9,883,9,3,4908,6bba_062c8d37,5829,6030.0,906,0
0.8105309863513261,relaxed9,2,0,0.0,0,39,19,0.8406593406593407,306,7,32,306,26,8,28852,6bba_07e24132,29185,21485.0,364,0
0.9952043434921847,relaxed9,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,2,7096,6bba_085bf656,8289,8463.0,1170,0
0.8942325272463763,relaxed9,4,1,0.0,0,93,126,0.8903355032548823,1778,76,17,1778,13,26,27818,6bba_09961292,29755,31117.0,1997,0
0.9471923232559728,bonus125,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,20,44176,44b6_12dfb391,44958,58672.0,806,0
0.8048975906477214,bonus125,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,19,21961,44b6_267148e4,22236,19130.0,308,0
0.8817925381872371,bonus125,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,30,39943,44b6_2a2eff9f,40157,56367.0,231,0
0.9773909289091475,bonus125,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,bonus125,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083142555653674,bonus125,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,5,28851,6bba_07e24132,29184,21485.0,365,0
0.9950869900249553,bonus125,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7106,6bba_085bf656,8299,8463.0,1170,0
0.8910780710060981,bonus125,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27809,6bba_09961292,29746,31117.0,2003,0
0.9471844356919504,gap2step40,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,20,44181,44b6_12dfb391,44963,58672.0,806,0
0.8048505441239368,gap2step40,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,19,21972,44b6_267148e4,22247,19130.0,308,0
0.8818107859461843,gap2step40,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,30,39931,44b6_2a2eff9f,40145,56367.0,231,0
0.9773909289091475,gap2step40,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,gap2step40,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083532760989668,gap2step40,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,4,28841,6bba_07e24132,29174,21485.0,365,0
0.9950869900249553,gap2step40,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7106,6bba_085bf656,8299,8463.0,1170,0
0.8910552623999696,gap2step40,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27817,6bba_09961292,29754,31117.0,2003,0
0.9471844356919504,reuse28,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,20,44181,44b6_12dfb391,44963,58672.0,806,0
0.8048505441239368,reuse28,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,19,21972,44b6_267148e4,22247,19130.0,308,0
0.8818107859461843,reuse28,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,30,39931,44b6_2a2eff9f,40145,56367.0,231,0
0.9773909289091475,reuse28,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,reuse28,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083532760989668,reuse28,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,4,28841,6bba_07e24132,29174,21485.0,365,0
0.9950869900249553,reuse28,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7106,6bba_085bf656,8299,8463.0,1170,0
0.8910552623999696,reuse28,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27817,6bba_09961292,29754,31117.0,2003,0
0.9472412261529122,dcgap035,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,21,44145,44b6_12dfb391,44927,58672.0,806,0
0.8049232523879675,dcgap035,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,19,21955,44b6_267148e4,22230,19130.0,308,0
0.8818685705161835,dcgap035,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,31,39893,44b6_2a2eff9f,40107,56367.0,231,0
0.9773909289091475,dcgap035,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8201,44b6_341df25f,8415,7436.0,209,0
0.9829874384981172,dcgap035,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083571781523268,dcgap035,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,4,28840,6bba_07e24132,29173,21485.0,365,0
0.9950869900249553,dcgap035,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7106,6bba_085bf656,8299,8463.0,1170,0
0.891075219930332,dcgap035,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27810,6bba_09961292,29747,31117.0,2003,0
