adjusted_edge_jaccard,config,div_fn,div_fp,div_jaccard,div_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,edges_fragmented,edges_lost_to_detection,edges_recovered,missed_gt_nodes,safe_divisions_added,spurious_pred_nodes,stem,t_pred,t_true,weight,wrong_association_edges
0.9273930142825424,base,1,1,0.0,0,31,45,0.9070904645476773,742,23,8,742,5,24,44757,44b6_12dfb391,45540,58672.0,818,0
0.7877025614218506,base,1,1,0.0,0,27,35,0.8012820512820513,250,20,7,250,5,27,22097,44b6_267148e4,22372,19130.0,312,0
0.9204279572563142,base,0,1,0.5,1,9,15,0.8933333333333333,201,9,0,201,0,22,39057,44b6_2a2eff9f,39271,56367.0,225,0
0.9676944850021773,base,0,0,1.0,1,3,1,0.9809523809523809,206,1,2,206,2,10,8227,44b6_341df25f,8441,7436.0,210,0
0.9688014323984474,base,0,0,1.0,1,19,12,0.9659340659340659,879,6,13,879,11,4,4932,6bba_062c8d37,5851,6030.0,910,0
0.7807570499134886,base,2,0,0.0,0,45,23,0.8152173913043478,300,9,36,300,30,5,30238,6bba_07e24132,30567,21485.0,368,0
0.9949931072511718,base,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7114,6bba_085bf656,8307,8463.0,1170,0
0.8935366529559414,base,3,0,0.25,1,94,127,0.8893893893893894,1777,72,22,1777,17,27,27733,6bba_09961292,29666,31117.0,1998,0
0.9274409414103052,gap45,1,1,0.0,0,31,45,0.9070904645476773,742,23,8,742,5,24,44726,44b6_12dfb391,45509,58672.0,818,0
0.7877276931119064,gap45,1,1,0.0,0,27,35,0.8012820512820513,250,20,7,250,5,28,22091,44b6_267148e4,22366,19130.0,312,0
0.9204739179543587,gap45,0,1,0.5,1,9,15,0.8933333333333333,201,9,0,201,0,22,39028,44b6_2a2eff9f,39242,56367.0,225,0
0.9676944850021773,gap45,0,0,1.0,1,3,1,0.9809523809523809,206,1,2,206,2,10,8227,44b6_341df25f,8441,7436.0,210,0
0.9688014323984474,gap45,0,0,1.0,1,19,12,0.9659340659340659,879,6,13,879,11,4,4932,6bba_062c8d37,5851,6030.0,910,0
0.7808253483218828,gap45,2,0,0.0,0,45,23,0.8152173913043478,300,9,36,300,30,5,30220,6bba_07e24132,30549,21485.0,368,0
0.9949931072511718,gap45,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7114,6bba_085bf656,8307,8463.0,1170,0
0.8935509440088931,gap45,3,0,0.25,1,94,127,0.8893893893893894,1777,72,22,1777,17,29,27728,6bba_09961292,29661,31117.0,1998,0
0.9273914682461631,tight55,1,1,0.0,0,31,45,0.9070904645476773,742,23,8,742,5,24,44758,44b6_12dfb391,45541,58672.0,818,0
0.7707931363519445,tight55,1,1,0.0,0,30,38,0.7841269841269841,247,19,11,247,7,30,22110,44b6_267148e4,22383,19130.0,315,0
0.9204295421079709,tight55,0,1,0.5,1,9,15,0.8933333333333333,201,9,0,201,0,22,39056,44b6_2a2eff9f,39270,56367.0,225,0
0.9676681011296395,tight55,0,0,1.0,1,3,1,0.9809523809523809,206,1,2,206,2,10,8229,44b6_341df25f,8443,7436.0,210,0
0.9710508695977393,tight55,0,0,1.0,1,18,11,0.9680968096809681,880,5,13,880,11,4,4927,6bba_062c8d37,5846,6030.0,909,0
0.7876555380485305,tight55,2,0,0.0,0,44,21,0.8224043715846995,301,8,36,301,30,4,30234,6bba_07e24132,30563,21485.0,366,0
0.9949931072511718,tight55,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7114,6bba_085bf656,8307,8463.0,1170,0
0.8935623768512543,tight55,3,0,0.25,1,94,127,0.8893893893893894,1777,72,22,1777,17,25,27724,6bba_09961292,29657,31117.0,1998,0
0.9285296821797775,relaxed9,1,1,0.0,0,31,44,0.9082007343941249,742,23,8,742,5,24,44756,44b6_12dfb391,45539,58672.0,817,0
0.7905337149945457,relaxed9,1,1,0.0,0,27,34,0.8038585209003215,250,20,7,250,5,26,22026,44b6_267148e4,22301,19130.0,311,0
0.9204897664709257,relaxed9,0,1,0.5,1,9,15,0.8933333333333333,201,9,0,201,0,23,39018,44b6_2a2eff9f,39232,56367.0,225,0
0.9676944850021773,relaxed9,0,0,1.0,1,3,1,0.9809523809523809,206,1,2,206,2,10,8227,44b6_341df25f,8441,7436.0,210,0
0.9691378273467826,relaxed9,0,0,1.0,1,19,12,0.9659340659340659,879,6,13,879,11,4,4911,6bba_062c8d37,5830,6030.0,910,0
0.7830138129447134,relaxed9,2,0,0.0,0,45,22,0.8174386920980926,300,9,36,300,30,6,30204,6bba_07e24132,30533,21485.0,367,0
0.9949579012110029,relaxed9,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,2,7117,6bba_085bf656,8310,8463.0,1170,0
0.8985699038577265,relaxed9,3,0,0.25,1,92,118,0.8944193061840121,1779,68,24,1779,18,27,27741,6bba_09961292,29673,31117.0,1989,0
0.9273991984280602,bonus125,1,1,0.0,0,31,45,0.9070904645476773,742,23,8,742,5,24,44753,44b6_12dfb391,45536,58672.0,818,0
0.7876313549666922,bonus125,1,1,0.0,0,27,35,0.8012820512820513,250,20,7,250,5,27,22114,44b6_267148e4,22389,19130.0,312,0
0.9203994299264937,bonus125,0,1,0.5,1,9,15,0.8933333333333333,201,9,0,201,0,22,39075,44b6_2a2eff9f,39289,56367.0,225,0
0.9676944850021773,bonus125,0,0,1.0,1,3,1,0.9809523809523809,206,1,2,206,2,10,8227,44b6_341df25f,8441,7436.0,210,0
0.9709224322100535,bonus125,0,0,1.0,1,18,11,0.9680968096809681,880,5,13,880,11,4,4935,6bba_062c8d37,5854,6030.0,909,0
0.7807570499134886,bonus125,2,0,0.0,0,45,23,0.8152173913043478,300,9,36,300,30,6,30238,6bba_07e24132,30567,21485.0,368,0
0.9949931072511718,bonus125,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7114,6bba_085bf656,8307,8463.0,1170,0
0.8935023544288577,bonus125,3,0,0.25,1,94,127,0.8893893893893894,1777,72,22,1777,17,27,27745,6bba_09961292,29678,31117.0,1998,0
0.9273930142825424,gap2step40,1,1,0.0,0,31,45,0.9070904645476773,742,23,8,742,5,24,44757,44b6_12dfb391,45540,58672.0,818,0
0.7877025614218506,gap2step40,1,1,0.0,0,27,35,0.8012820512820513,250,20,7,250,5,27,22097,44b6_267148e4,22372,19130.0,312,0
0.9204279572563142,gap2step40,0,1,0.5,1,9,15,0.8933333333333333,201,9,0,201,0,22,39057,44b6_2a2eff9f,39271,56367.0,225,0
0.9676944850021773,gap2step40,0,0,1.0,1,3,1,0.9809523809523809,206,1,2,206,2,10,8227,44b6_341df25f,8441,7436.0,210,0
0.9688014323984474,gap2step40,0,0,1.0,1,19,12,0.9659340659340659,879,6,13,879,11,4,4932,6bba_062c8d37,5851,6030.0,910,0
0.7807570499134886,gap2step40,2,0,0.0,0,45,23,0.8152173913043478,300,9,36,300,30,5,30238,6bba_07e24132,30567,21485.0,368,0
0.9949931072511718,gap2step40,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7114,6bba_085bf656,8307,8463.0,1170,0
0.8935366529559414,gap2step40,3,0,0.25,1,94,127,0.8893893893893894,1777,72,22,1777,17,27,27733,6bba_09961292,29666,31117.0,1998,0
0.9273930142825424,reuse28,1,1,0.0,0,31,45,0.9070904645476773,742,23,8,742,5,24,44757,44b6_12dfb391,45540,58672.0,818,0
0.7877025614218506,reuse28,1,1,0.0,0,27,35,0.8012820512820513,250,20,7,250,5,27,22097,44b6_267148e4,22372,19130.0,312,0
0.9204279572563142,reuse28,0,1,0.5,1,9,15,0.8933333333333333,201,9,0,201,0,22,39057,44b6_2a2eff9f,39271,56367.0,225,0
0.9676944850021773,reuse28,0,0,1.0,1,3,1,0.9809523809523809,206,1,2,206,2,10,8227,44b6_341df25f,8441,7436.0,210,0
0.9688014323984474,reuse28,0,0,1.0,1,19,12,0.9659340659340659,879,6,13,879,11,4,4932,6bba_062c8d37,5851,6030.0,910,0
0.7807570499134886,reuse28,2,0,0.0,0,45,23,0.8152173913043478,300,9,36,300,30,5,30238,6bba_07e24132,30567,21485.0,368,0
0.9949931072511718,reuse28,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7114,6bba_085bf656,8307,8463.0,1170,0
0.8935366529559414,reuse28,3,0,0.25,1,94,127,0.8893893893893894,1777,72,22,1777,17,27,27733,6bba_09961292,29666,31117.0,1998,0
0.9274564017740996,dcgap035,1,1,0.0,0,31,45,0.9070904645476773,742,23,8,742,5,24,44716,44b6_12dfb391,45499,58672.0,818,0
0.7877318817269158,dcgap035,1,1,0.0,0,27,35,0.8012820512820513,250,20,7,250,5,27,22090,44b6_267148e4,22365,19130.0,312,0
0.9204881816192689,dcgap035,0,1,0.5,1,9,15,0.8933333333333333,201,9,0,201,0,22,39019,44b6_2a2eff9f,39233,56367.0,225,0
0.9676944850021773,dcgap035,0,0,1.0,1,3,1,0.9809523809523809,206,1,2,206,2,10,8227,44b6_341df25f,8441,7436.0,210,0
0.9688014323984474,dcgap035,0,0,1.0,1,19,12,0.9659340659340659,879,6,13,879,11,4,4932,6bba_062c8d37,5851,6030.0,910,0
0.7808291426779047,dcgap035,2,0,0.0,0,45,23,0.8152173913043478,300,9,36,300,30,6,30219,6bba_07e24132,30548,21485.0,368,0
0.9949931072511718,dcgap035,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7114,6bba_085bf656,8307,8463.0,1170,0
0.8935423693771222,dcgap035,3,0,0.25,1,94,127,0.8893893893893894,1777,72,22,1777,17,28,27731,6bba_09961292,29664,31117.0,1998,0
